Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
204,1771062637902,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,15.000000953674316,0,0,0,0,5.263157844543457,5,23.809524536132813,15.789472579956055,44.4444465637207,35,50,0,38.7227668762207,38654705664,0,21849391104,0
202,1771062638107,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,15.000000953674316,0,0,4.761904716491699,0,5,5,42.105262756347656,23.809524536132813,33.333335876464844,30.000001907348633,35,5,38.7227668762207,38654705664,0,21850062848,0
204,1771062638309,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,28.571430206298828,15.789472579956055,0,0,0,0,5,5,15.000000953674316,40,45,26.3157901763916,35,0,38.7227668762207,38654705664,0,21802401792,0
200,1771062638514,4,4,4,4,4,4,4,4,4,4,4,4,4,4,68.74895477294922,70.16439819335938,69.15625,72.375,70.30608367919922,71.99646759033203,71.8930892944336,69.9621810913086,72.11731719970703,69.40394592285156,69.35973358154297,70.7826919555664,26.3157901763916,19.047618865966797,4.761904716491699,0,0,0,19.047618865966797,5,28.571430206298828,47.619049072265625,45,30.000001907348633,20,4.761904716491699,38.7227668762207,38654705664,0,21796929536,0
202,1771062638714,4,4,4,4,4,4,4,4,4,4,4,4,4,4,68.74895477294922,70.16439819335938,69.15625,72.375,70.30608367919922,71.99646759033203,71.8930892944336,69.9621810913086,72.11731719970703,69.40394592285156,69.35973358154297,70.7826919555664,25,15.789472579956055,5,0,0,5,5.263157844543457,9.523809432983398,33.333335876464844,25,30.000001907348633,38.095237731933594,40,4.761904716491699,38.7227668762207,38654705664,0,21767176192,0
204,1771062638917,4,4,4,4,4,4,4,4,4,4,4,4,4,4,68.74895477294922,70.16439819335938,69.15625,72.375,70.30608367919922,71.99646759033203,71.8930892944336,69.9621810913086,72.11731719970703,69.40394592285156,69.35973358154297,70.7826919555664,20,14.285715103149414,0,4.761904716491699,0,0,9.523809432983398,0,38.095237731933594,26.3157901763916,45,20,35,0,38.08298873901367,38654705664,0,21764734976,0
201,1771062639122,4,4,4,4,4,4,4,4,4,4,4,4,4,4,68.74895477294922,70.16439819335938,69.15625,72.375,70.30608367919922,71.99646759033203,71.8930892944336,69.9621810913086,72.11731719970703,69.40394592285156,69.35973358154297,70.7826919555664,20,10,0,0,4.761904716491699,0,0,5,47.619049072265625,35,10,40,23.809524536132813,0,38.08298873901367,38654705664,0,21764718592,0
204,1771062639323,4,4,4,4,4,4,4,4,4,4,4,4,4,4,68.74895477294922,70.16439819335938,69.15625,72.375,70.30608367919922,71.99646759033203,71.8930892944336,69.9621810913086,72.11731719970703,69.40394592285156,69.35973358154297,70.7826919555664,21.052631378173828,15.789472579956055,0,0,0,0,5,0,26.3157901763916,30.000001907348633,15.789472579956055,40,42.105262756347656,0,38.08298873901367,38654705664,0,21777973248,0
203,1771062639528,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.12187957763672,70.84069061279297,69.375,72.375,71.18042755126953,73.18541717529297,72.35265350341797,69.37464141845703,71.07331848144531,69.74628448486328,69.50540161132813,70.74378967285156,20,15.000000953674316,0,4.545454502105713,0,0,9.523809432983398,9.523809432983398,33.333335876464844,38.095237731933594,33.333335876464844,42.85714340209961,15.000000953674316,4.761904716491699,38.08298873901367,38654705664,0,21777973248,0
204,1771062639731,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.12187957763672,70.84069061279297,69.375,72.375,71.18042755126953,73.18541717529297,72.35265350341797,69.37464141845703,71.07331848144531,69.74628448486328,69.50540161132813,70.74378967285156,30.000001907348633,19.047618865966797,5,0,0,0,10,5,42.85714340209961,45,25,26.3157901763916,42.85714340209961,10,38.08298873901367,38654705664,0,21768978432,0
