Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
204,1771063394816,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,40,1.5,1.5,1.5,1.5,1.5,40,1.5,21.052631378173828,15.000000953674316,26.3157901763916,33.333335876464844,20,28.571430206298828,10,10,4.761904716491699,0,0,0,0,23.809524536132813,30.661949157714844,38654705664,0,20859928576,0
202,1771063395021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,40,1.5,1.5,1.5,1.5,1.5,40,1.5,19.047618865966797,5.263157844543457,28.571430206298828,28.571430206298828,35,35,4.761904716491699,0,0,0,0,0,4.545454502105713,25,23.356876373291016,38654705664,0,20867497984,0
201,1771063395224,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,40,1.5,1.5,1.5,1.5,1.5,40,1.5,10.526315689086914,14.285715103149414,20,42.105262756347656,26.3157901763916,35,0,4.761904716491699,0,0,0,0,0,38.095237731933594,23.356876373291016,38654705664,0,20873428992,0
204,1771063395425,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,15.000000953674316,5,20,42.85714340209961,20,20,5,0,0,0,0,0,0,42.105262756347656,23.356876373291016,38654705664,0,20873773056,0
201,1771063395630,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,20,14.285715103149414,45,5.263157844543457,28.571430206298828,42.85714340209961,9.523809432983398,4.761904716491699,0,0,0,0,0,33.333335876464844,23.356876373291016,38654705664,0,20806647808,0
204,1771063395831,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,10.526315689086914,10.526315689086914,45,10,20,40,0,5,0,0,0,0,0,40,23.356876373291016,38654705664,0,20806877184,0
204,1771063396036,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,19.047618865966797,5,30.000001907348633,38.095237731933594,55,15.000000953674316,4.761904716491699,0,0,0,0,0,0,15.000000953674316,22.817657470703125,38654705664,0,20807155712,0
201,1771063396241,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,10,10,25,45,40,19.047618865966797,4.761904716491699,4.761904716491699,0,4.545454502105713,0,4.545454502105713,0,20,22.817657470703125,38654705664,0,20807286784,0
200,1771063396442,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,40,1.5,40,40,40,40,40,1.5,40,10.526315689086914,9.523809432983398,30.000001907348633,30.000001907348633,20,21.052631378173828,0,0,9.523809432983398,0,0,0,0,47.619049072265625,22.817657470703125,38654705664,0,20807450624,0
202,1771063396643,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,40,1.5,40,40,40,40,40,1.5,40,20,10.526315689086914,40,30.000001907348633,15.789472579956055,50,10,5,0,0,0,0,0,21.052631378173828,22.817657470703125,38654705664,0,20757266432,0
